state,county,fips,year,population,pub_sup_1,pub_sup_2,pub_sup_3,pub_sup_4,pub_sup_5,pub_sup_6,pub_sup_7,pub_sup_8,pub_sup_9,pub_sup_10,pub_sup_11,pub_sup_12,dom_sup_1,dom_sup_2,dom_sup_3,dom_sup_4,dom_sup_5,dom_sup_6,dom_sup_7,dom_sup_8,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,ind_9,irrigation_1,irrigation_2,irrigation_3,irrigation_4,irrigation_5,irrigation_6,irrigation_7,crop_1,crop_2,crop_3,crop_4,crop_5,crop_6,crop_7,golf_1,golf_2,golf_3,golf_4,golf_5,golf_6,golf_7,livestock_1,livestock_2,livestock_3,aqua_1,aqua_2,aqua_3,aqua_4,aqua_5,aqua_6,aqua_7,aqua_8,aqua_9,mining_1,mining_2,mining_3,mining_4,mining_5,mining_6,mining_7,mining_8,mining_9,thermoelectric_1,thermoelectric_2,thermoelectric_3,thermoelectric_4,thermoelectric_5,thermoelectric_6,thermoelectric_7,thermoelectric_8,thermoelectric_9,thermoelectric_10,thermoelectric_11,thermoelectric_12,thermoelectric_13,thermoelectric_14,thermoelectric_15,thermoelectric_16,thermoelectric_17,thermoelectric_18,thermoelectric_19,thermoelectric_20,thermoelectric_21,thermoelectric_22,thermoelectric_23,thermoelectric_24,thermoelectric_25,thermoelectric_26,thermoelectric_27,thermoelectric_28,thermoelectric_29,thermoelectric_30,gro_wat_1,gro_wat_2,gro_wat_3,surf_wat_1,surf_wat_2,surf_wat_3,total_withdrawal_1,total_withdrawal_2,total_withdrawal_3
NY,Tioga County,36107,2010,51125.0,22026.0,0.0,22026.0,3.22,0.0,3.22,0.0,0.0,0.0,3.22,0.0,3.22,29099.0,2.18,0.0,2.18,75.0,1.65,75.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.37,0.6,0.8,0.14,0.02,0.96,0.09,0.14,0.23,0.23,0.14,0.02,0.39,0.14,0.23,0.37,0.57,0.0,0.0,0.57,0.18,0.09,0.27,0.02,,0.02,0.0,,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.0,5.83,0.46,0.0,0.46,6.29,0.0,6.29
NY,Tompkins County,36109,2010,101564.0,12780.0,83838.0,96618.0,0.93,0.0,0.93,7.48,0.0,7.48,8.41,0.0,8.41,4946.000000000002,0.37,0.0,0.37,75.0,7.25,75.0,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.36,0.5,0.1,0.01,0.61,0.06,0.1,0.16,0.17,0.1,0.01,0.28,0.08,0.12,0.2,0.33,0.0,0.0,0.33,0.25,0.13,0.38,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.13,0.0,223.13,223.13,0.0,223.13,1782.53,0.0,0.0,0.0,223.13,0.0,223.13,223.13,0.0,223.13,1782.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,1.69,230.96,0.0,230.96,232.65,0.0,232.65
NY,Ulster County,36111,2010,182493.0,25021.0,65748.0,90769.0,2.15,0.0,2.15,445.63,0.0,445.63,447.78,0.0,447.78,91724.0,6.88,0.0,6.88,75.0,6.81,75.0,13.69,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.62,2.8,3.42,3.58,1.69,0.19,5.46,0.53,2.36,2.89,2.82,1.69,0.19,4.7,0.09,0.44,0.53,0.76,0.0,0.0,0.76,0.06,0.03,0.09,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,0.0,9.71,448.5,0.0,448.5,458.21,0.0,458.21
NY,Warren County,36113,2010,65707.0,5080.0,41060.0,46140.0,0.73,0.0,0.73,10.25,0.0,10.25,10.98,0.0,10.98,19567.0,1.47,0.0,1.47,75.0,3.46,75.0,4.93,2.47,0.0,2.47,38.69,0.0,38.69,41.16,0.0,41.16,0.01,0.2,0.21,0.42,0.01,0.0,0.43,0.0,0.01,0.01,0.01,0.01,0.0,0.02,0.01,0.19,0.2,0.41,0.0,0.0,0.41,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.0,0.0,0.0,0.35,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,0.0,5.03,49.14,0.0,49.14,54.17,0.0,54.17
NY,Washington County,36115,2010,63216.0,8566.0,13369.000000000002,21935.0,0.97,0.0,0.97,1.45,0.0,1.45,2.42,0.0,2.42,41281.000000000015,3.1,0.0,3.1,75.0,1.65,75.0,4.75,0.0,0.0,0.0,2.06,0.0,2.06,2.06,0.0,2.06,0.04,0.39,0.43,0.6,0.17,0.02,0.79,0.03,0.26,0.29,0.28,0.17,0.02,0.47,0.01,0.13,0.14,0.32,0.0,0.0,0.32,0.5,0.27,0.77,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,23.77,0.0,23.77,23.77,0.0,23.77,83.17,0.0,0.0,0.0,23.77,0.0,23.77,23.77,0.0,23.77,83.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,0.0,4.61,27.98,0.0,27.98,32.59,0.0,32.59
NY,Wayne County,36117,2010,93772.0,11374.0,43790.0,55164.0,0.99,0.0,0.99,4.6,0.0,4.6,5.59,0.0,5.59,38608.0,2.9,0.0,2.9,75.0,4.14,75.0,7.04,0.19,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.19,0.62,1.07,1.69,1.92,0.79,0.09,2.8,0.51,0.83,1.34,1.32,0.79,0.09,2.2,0.11,0.24,0.35,0.6,0.0,0.0,0.6,0.19,0.1,0.29,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.43,0.0,0.43,1.13,0.0,1.13,0.0,0.0,0.0,463.83,0.0,463.83,463.83,0.0,463.83,4948.36,0.0,0.0,0.0,463.83,0.0,463.83,463.83,0.0,463.83,4948.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,0.0,5.59,470.03,0.0,470.03,475.62,0.0,475.62
NY,Westchester County,36119,2010,949113.0,101695.0,817338.0000000001,919033.0,1.41,0.0,1.41,20.85,0.0,20.85,22.26,0.0,22.26,30080.0,2.26,0.0,2.26,75.0,68.93,75.0,71.19,0.0,0.0,0.0,8.34,0.0,8.34,8.34,0.0,8.34,0.47,1.99,2.46,2.96,0.05,0.01,3.02,0.02,0.08,0.1,0.09,0.05,0.01,0.15,0.45,1.91,2.36,2.87,0.0,0.0,2.87,0.02,0.0,0.02,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.62,1966.66,2009.28,42.62,1966.66,2009.28,16726.98,0.0,0.0,0.0,42.62,1966.66,2009.28,42.62,1966.66,2009.28,16726.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,4.16,73.8,1966.66,2040.46,77.96,1966.66,2044.62
NY,Wyoming County,36121,2010,42155.0,4521.0,10724.0,15245.0,0.67,0.0,0.67,1.92,0.0,1.92,2.59,0.0,2.59,26910.0,2.02,0.0,2.02,75.0,1.14,75.0,3.16,0.0,0.0,0.0,9.18,0.0,9.18,9.18,0.0,9.18,0.99,1.6,2.59,2.69,1.34,0.15,4.18,0.87,1.41,2.28,2.22,1.34,0.15,3.71,0.12,0.19,0.31,0.47,0.0,0.0,0.47,1.02,0.55,1.57,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.46,0.0,0.46,0.87,0.0,0.87,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,2.95,5.12,0.0,5.12,13.71,0.0,13.71,18.83,0.0,18.83
NY,Yates County,36123,2010,25348.00000000001,1690.0,5247.999999999998,6938.0,0.17,0.0,0.17,0.8,0.0,0.8,0.97,0.0,0.97,18410.0,1.38,0.0,1.38,75.0,0.52,75.0,1.9,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.05,0.13,0.25,0.38,0.38,0.2,0.02,0.6,0.13,0.21,0.34,0.33,0.2,0.02,0.55,0.0,0.04,0.04,0.05,0.0,0.0,0.05,0.32,0.17,0.49,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.37,0.0,73.37,73.37,0.0,73.37,544.5,0.0,0.0,0.0,73.37,0.0,73.37,73.37,0.0,73.37,544.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,74.64,0.0,74.64,76.64,0.0,76.64
NC,Alamance County,37001,2010,151131.0,2853.0,101492.0,104345.0,0.2,0.0,0.2,16.86,0.0,16.86,17.06,0.0,17.06,46786.0,3.28,0.0,3.28,70.0,7.3,70.0,10.58,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.0,2.9,2.9,2.36,0.0,0.0,2.36,0.0,1.33,1.33,1.68,0.0,0.0,1.68,0.0,1.57,1.57,0.68,0.0,0.0,0.68,0.22,0.21,0.43,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.08,0.0,0.08,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,3.76,20.09,0.0,20.09,23.85,0.0,23.85
NC,Alexander County,37003,2010,37198.0,348.0,20654.0,21002.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,16195.999999999998,1.13,0.0,1.13,70.0,1.47,70.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,2.05,2.27,1.16,0.0,0.0,1.16,0.18,1.74,1.92,1.01,0.0,0.0,1.01,0.04,0.31,0.35,0.15,0.0,0.0,0.15,0.32,0.48,0.8,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.7,2.53,0.0,2.53,4.23,0.0,4.23
NC,Alleghany County,37005,2010,11155.0,3067.0,0.0,3067.0,0.49,0.0,0.49,0.0,0.0,0.0,0.49,0.0,0.49,8087.999999999999,0.57,0.0,0.57,70.0,0.21,68.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,2.43,2.64,1.39,0.0,0.0,1.39,0.21,1.83,2.04,1.01,0.0,0.0,1.01,0.0,0.6,0.6,0.38,0.0,0.0,0.38,0.14,0.2,0.34,0.0,,0.0,1.49,,1.49,1.49,0.0,1.49,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.0,1.42,4.12,0.0,4.12,5.54,0.0,5.54
NC,Anson County,37007,2010,26948.0,0.0,18501.0,18501.0,0.0,0.0,0.0,7.07,0.0,7.07,7.07,0.0,7.07,8447.000000000002,0.59,0.0,0.59,70.0,1.3,70.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.56,0.64,0.34,0.11,0.0,0.45,0.06,0.41,0.47,0.26,0.11,0.0,0.37,0.02,0.15,0.17,0.08,0.0,0.0,0.08,0.61,0.33,0.94,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,1.28,8.25,0.0,8.25,9.53,0.0,9.53
NC,Ashe County,37009,2010,27281.0,3021.0000000000005,1600.0,4621.0,0.52,0.0,0.52,0.21,0.0,0.21,0.73,0.0,0.73,22660.0,1.59,0.0,1.59,70.0,0.32,69.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,4.33,4.78,1.39,0.04,0.0,1.43,0.45,4.09,4.54,1.24,0.04,0.0,1.28,0.0,0.24,0.24,0.15,0.0,0.0,0.15,0.09,0.14,0.23,0.07,,0.07,10.02,,10.02,10.09,0.0,10.09,0.07,0.0,0.07,0.01,0.0,0.01,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,0.0,2.79,14.71,0.0,14.71,17.5,0.0,17.5
NC,Avery County,37011,2010,17797.0,10572.0,450.0,11022.0,1.25,0.0,1.25,0.26,0.0,0.26,1.51,0.0,1.51,6775.0,0.47,0.0,0.47,69.0,0.77,70.0,1.24,0.0,0.0,0.0,1.33,0.0,1.33,1.33,0.0,1.33,0.27,6.24,6.51,2.13,0.02,0.0,2.15,0.27,5.25,5.52,1.51,0.02,0.0,1.53,0.0,0.99,0.99,0.62,0.0,0.0,0.62,0.0,0.02,0.02,0.07,,0.07,10.02,,10.02,10.09,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,2.06,17.87,0.0,17.87,19.93,0.0,19.93
NC,Beaufort County,37013,2010,47758.99999999999,33431.0,0.0,33431.0,3.99,0.0,3.99,0.0,0.0,0.0,3.99,0.0,3.99,14328.0,1.0,0.0,1.0,70.0,2.34,70.0,3.34,62.82,0.0,62.82,0.0,0.0,0.0,62.82,0.0,62.82,0.96,0.24,1.2,1.09,0.02,0.0,1.11,0.58,0.15,0.73,0.86,0.02,0.0,0.88,0.38,0.09,0.47,0.23,0.0,0.0,0.23,0.3,0.0,0.3,3.6,,3.6,0.77,,0.77,4.37,0.0,4.37,16.2,0.0,16.2,0.0,0.0,0.0,16.2,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.87,0.0,88.87,1.01,0.0,1.01,89.88,0.0,89.88
NC,Bertie County,37015,2010,21282.0,14897.0,0.0,14897.0,10.79,0.0,10.79,0.0,0.0,0.0,10.79,0.0,10.79,6385.0,0.45,0.0,0.45,70.0,1.04,70.0,1.49,2.86,0.0,2.86,0.0,0.0,0.0,2.86,0.0,2.86,0.28,5.7,5.98,7.51,0.0,0.0,7.51,0.27,5.47,5.74,7.4,0.0,0.0,7.4,0.01,0.23,0.24,0.11,0.0,0.0,0.11,0.64,0.03,0.67,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.08,0.0,15.08,5.73,0.0,5.73,20.81,0.0,20.81
NC,Bladen County,37017,2010,35190.0,15734.000000000002,0.0,15734.000000000002,1.94,0.0,1.94,34.58,0.0,34.58,36.52,0.0,36.52,19456.0,1.36,0.0,1.36,70.0,1.1,70.0,2.46,1.63,0.0,1.63,10.9,0.0,10.9,12.53,0.0,12.53,2.64,6.17,8.81,7.88,0.16,0.0,8.04,2.59,6.06,8.65,7.8,0.16,0.0,7.96,0.05,0.11,0.16,0.08,0.0,0.0,0.08,3.49,0.18,3.67,0.2,,0.2,30.06,,30.06,30.26,0.0,30.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.26,0.0,11.26,81.89,0.0,81.89,93.15,0.0,93.15
NC,Brunswick County,37019,2010,107431.0,58.0,75143.99999999997,75202.0,0.0,0.0,0.0,4.79,0.0,4.79,4.79,0.0,4.79,32229.0,2.26,0.0,2.26,70.0,5.26,70.0,7.52,0.0,0.0,0.0,4.92,0.0,4.92,4.92,0.0,4.92,1.53,6.11,7.64,4.19,0.0,0.0,4.19,0.39,1.57,1.96,1.49,0.0,0.0,1.49,1.14,4.54,5.68,2.7,0.0,0.0,2.7,0.07,0.28,0.35,0.11,,0.11,0.42,,0.42,0.53,0.0,0.53,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,1363.45,1363.45,0.0,1363.45,1363.45,14808.49,0.0,0.0,0.0,0.0,1363.45,1363.45,0.0,1363.45,1363.45,14808.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,3.98,16.52,1363.45,1379.97,20.5,1363.45,1383.95
NC,Buncombe County,37021,2010,238318.0,14466.0,152356.0,166822.0,0.99,0.0,0.99,18.62,0.0,18.62,19.61,0.0,19.61,71496.00000000003,5.01,0.0,5.01,70.0,11.68,70.0,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.72,1.74,1.27,0.0,0.0,1.27,0.02,0.71,0.73,0.64,0.0,0.0,0.64,0.0,1.01,1.01,0.63,0.0,0.0,0.63,0.07,0.16,0.23,0.0,,0.0,13.82,,13.82,13.82,0.0,13.82,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.0,0.63,0.0,0.0,0.0,259.57,0.0,259.57,259.57,0.0,259.57,2383.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.57,0.0,259.57,259.57,0.0,259.57,2383.46,6.09,0.0,6.09,294.52,0.0,294.52,300.61,0.0,300.61
NC,Burke County,37023,2010,90912.0,680.9999999999999,62957.0,63638.00000000002,0.06,0.0,0.06,25.16,0.0,25.16,25.22,0.0,25.22,27274.0,1.91,0.0,1.91,70.0,4.45,70.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,11.08,11.66,3.18,0.12,0.0,3.3,0.54,10.42,10.96,2.88,0.12,0.0,3.0,0.04,0.66,0.7,0.3,0.0,0.0,0.3,0.04,0.06,0.1,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,2.62,36.3,0.0,36.3,38.92,0.0,38.92
NC,Cabarrus County,37025,2010,178011.0,7193.0,117415.0,124608.0,1.04,0.0,1.04,14.76,0.0,14.76,15.8,0.0,15.8,53403.0,3.74,0.0,3.74,70.0,8.72,70.0,12.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.93,2.08,0.93,0.02,0.0,0.95,0.11,1.45,1.56,0.67,0.02,0.0,0.69,0.04,0.48,0.52,0.26,0.0,0.0,0.26,0.16,0.16,0.32,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.06,0.0,0.06,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,5.75,16.91,0.0,16.91,22.66,0.0,22.66
NC,Caldwell County,37027,2010,83029.0,1495.0,56625.0,58120.0,0.13,0.0,0.13,7.26,0.0,7.26,7.39,0.0,7.39,24909.0,1.74,0.0,1.74,70.0,4.07,70.0,5.81,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.0,0.18,1.01,9.15,10.16,2.92,0.04,0.0,2.96,0.92,8.37,9.29,2.54,0.04,0.0,2.58,0.09,0.78,0.87,0.38,0.0,0.0,0.38,0.03,0.06,0.09,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.01,0.0,0.01,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,16.66,0.0,16.66,19.66,0.0,19.66
NC,Camden County,37029,2010,9980.0,6986.000000000003,0.0,6986.000000000003,0.87,0.0,0.87,0.0,0.0,0.0,0.87,0.0,0.87,2994.0,0.21,0.0,0.21,70.0,0.49,70.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,,0.03,5.01,,5.01,5.04,0.0,5.04,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,1.12,5.01,0.0,5.01,6.13,0.0,6.13
NC,Carteret County,37031,2010,66469.0,46528.0,0.0,46528.0,6.91,0.0,6.91,0.0,0.0,0.0,6.91,0.0,6.91,19941.0,1.4,0.0,1.4,70.0,3.26,70.0,4.66,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.04,1.48,0.37,1.85,0.83,0.0,0.0,0.83,0.66,0.16,0.82,0.34,0.0,0.0,0.34,0.82,0.21,1.03,0.49,0.0,0.0,0.49,0.01,0.0,0.01,0.0,,0.0,0.44,,0.44,0.44,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,0.0,9.84,0.81,0.0,0.81,10.65,0.0,10.65
NC,Caswell County,37033,2010,23719.0,746.0,2720.0,3466.0,0.06,0.0,0.06,0.38,0.0,0.38,0.44,0.0,0.44,20253.0,1.42,0.0,1.42,70.0,0.24,69.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,2.2,1.88,0.0,0.0,1.88,2.03,0.0,2.03,1.8,0.0,0.0,1.8,0.17,0.0,0.17,0.08,0.0,0.0,0.08,0.14,0.01,0.15,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,0.0,3.84,0.39,0.0,0.39,4.23,0.0,4.23
NC,Catawba County,37035,2010,154358.0,10348.0,97599.0,107947.0,2.92,0.0,2.92,3.8,0.0,3.8,6.72,0.0,6.72,46411.0,3.25,0.0,3.25,70.0,7.56,70.0,10.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,3.42,4.26,1.75,0.11,0.0,1.86,0.62,2.53,3.15,1.27,0.11,0.0,1.38,0.22,0.89,1.11,0.48,0.0,0.0,0.48,0.1,0.18,0.28,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.0,1062.0,0.0,1062.0,1062.0,0.0,1062.0,12776.0,0.0,0.0,0.0,1062.0,0.0,1062.0,1062.0,0.0,1062.0,12776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11,0.0,7.11,1069.57,0.0,1069.57,1076.68,0.0,1076.68
NC,Chatham County,37037,2010,63505.0,1301.9999999999998,33009.0,34311.0,0.08,0.0,0.08,22.06,0.0,22.06,22.14,0.0,22.14,29194.00000000001,2.04,0.0,2.04,70.0,2.4,70.0,4.44,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.14,1.32,1.46,0.67,0.1,0.0,0.77,0.03,0.38,0.41,0.22,0.1,0.0,0.32,0.11,0.94,1.05,0.45,0.0,0.0,0.45,0.79,0.26,1.05,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.08,0.0,0.08,1.02,0.0,1.02,0.0,0.0,0.0,218.47,0.0,218.47,218.47,0.0,218.47,2031.31,0.0,0.0,0.0,218.47,0.0,218.47,218.47,0.0,218.47,2031.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.0,3.99,242.44,0.0,242.44,246.43,0.0,246.43
